859;158
590;725
192;606
153;409
573;939
253;342
250;557
521;510
221;428
5;575
23;10
375;352
787;144
517;208
548;422
488;693
284;487
403;507
118;534
483;906
686;846
125;47
685;526
576;311
231;717
512;591
765;533
583;673
901;565
768;302
771;351
214;264
163;400
95;824
973;435
876;161
264;290
323;26
538;543
523;691
671;282
155;432
313;619
279;170
455;457
925;632
327;760
859;364
692;84
989;198
174;369
21;317
196;112
126;904
737;840
580;462
151;449
586;275
933;377
706;182
463;773
657;753
433;783
536;219
886;834
878;15
529;330
347;594
253;476
288;233
615;53
778;960
364;844
329;298
948;54
883;531
368;515
285;312
648;693
993;8
674;503
386;863
122;724
658;162
746;378
962;889
349;761
161;976
312;969
262;146
732;644
374;514
825;365
834;576
438;574
936;930
245;194
579;118
431;93
28;261
435;405
869;723
645;279
243;938
768;18
353;635
965;735
301;152
735;566
330;205
984;231
610;498
639;210
824;782
711;96
942;562
680;744
725;459
678;695
710;339
3;951
644;724
130;611
610;674
524;60
347;276
252;358
632;105
598;250
900;568
616;734
690;791
855;437
912;845
282;162
375;419
752;815
492;717
269;611
590;269
675;871
803;556
305;951
64;822
655;852
357;240
73;830
3;595
2;896
400;50
388;436
384;96
432;315
45;733
981;725
641;74
515;737
14;29
861;975
746;458
482;92
130;197
415;756
949;662
737;657
921;316
709;669
666;145
618;635
986;411
673;449
284;417
242;994
986;671
116;277
874;864
482;531
395;312
750;407
74;85
410;391
392;858
683;445
641;632
755;511
514;878
62;886
437;313
209;712
963;471
797;753
830;488
638;408
682;17
589;435
792;987
513;161
586;8
661;75
172;590
134;549
580;958
923;104
923;206
458;77
230;707
486;762
260;183
602;91
234;643
725;721
29;381
332;934
59;622
342;133
770;954
107;800
372;631
96;730
241;962
499;24
155;471
173;791
402;260
46;769
620;1
356;103
112;296
860;336
319;723
464;248
46;740
562;578
53;753
732;810
583;111
346;124
490;445
78;370
668;797
250;399
591;226
460;360
914;137
951;664
248;405
744;142
420;474
637;534
742;9
793;907
98;342
795;713
919;922
711;238
472;191
954;905
194;860
424;428
239;312
727;142
779;978
61;923
69;876
693;976
753;130
809;456
410;246
959;280
855;80
184;756
307;965
446;623
131;189
918;890
474;92
237;433
818;372
903;623
135;787
533;440
78;355
873;366
387;306
50;101
485;511
777;575
77;825
912;993
368;830
21;694
469;737
365;392
411;785
46;990
179;354
874;511
125;140
895;869
151;147
411;118
76;993
750;548
675;964
26;514
0;571
600;136
689;857
984;84
177;578
500;524
883;455
60;896
699;122
102;631
354;22
798;77
513;511
409;896
812;618
800;933
354;451
930;85
597;34
365;34
970;431
692;771
5;387
42;744
243;331
789;94
684;558
912;911
103;538
415;626
95;874
674;692
357;106
576;460
302;690
834;740
812;740
910;864
586;787
587;218
318;652
320;88
641;750
181;374
622;555
352;191
359;720
863;629
140;347
516;962
448;203
681;431
56;264
987;306
399;824
755;316
342;535
380;677
549;204
794;922
610;825
536;408
243;358
951;920
904;4
515;46
353;279
313;77
819;28
241;19
656;620
617;940
575;959
476;264
821;629
982;852
925;420
84;624
21;753
737;276
25;8
757;150
407;566
666;645
646;469
662;628
962;935
223;221
351;643
684;944
479;580
547;681
533;493
222;128
680;443
328;390
419;731
715;177
707;526
859;610
437;838
354;3
519;99
824;90
567;508
656;106
922;453
652;781
561;807
852;818
250;594
485;635
148;572
280;216
953;550
102;715
620;849
222;49
581;190
340;96
419;389
866;285
936;727
846;266
594;502
364;116
384;303
218;4
284;793
137;522
588;326
855;975
575;579
906;745
155;464
80;480
381;998
116;265
966;457
349;119
221;125
700;133
184;157
628;316
18;607
389;748
188;462
233;942
301;613
978;438
958;39
712;496
450;132
280;433
633;16
585;585
837;903
669;83
282;37
6;654
19;513
434;414
108;347
663;207
347;450
373;376
621;823
484;980
624;142
312;378
497;92
962;795
686;269
504;949
169;173
173;63
48;888
94;641
369;277
794;165
979;149
81;506
141;696
693;176
637;636
493;746
75;928
908;658
160;631
687;398
777;452
80;501
814;817
984;128
802;815
650;21
603;227
85;506
587;940
401;802
952;450
934;344
110;815
148;990
351;402
999;946
301;971
647;29
87;185
147;376
439;415
41;49
443;810
549;83
54;919
412;375
986;851
323;489
85;836
240;898
842;275
846;373
286;846
862;262
57;10
921;169
154;290
221;99
457;35
256;508
867;12
485;781
606;8
932;613
988;861
357;418
762;740
813;388
949;262
126;62
946;37
71;299
557;525
788;359
515;695
298;405
33;791
808;96
854;696
864;114
333;786
318;392
77;868
482;543
764;786
842;487
868;564
163;548
132;452
852;363
821;141
15;796
948;453
715;658
940;263
555;461
426;31
870;608
145;327
495;400
289;917
268;985
936;539
190;908
632;263
432;248
582;429
180;387
351;501
659;386
475;838
522;542
876;278
221;180
507;662
868;946
242;892
606;841
627;891
449;67
719;881
120;263
937;724
440;110
524;674
426;357
954;798
372;273
369;470
824;185
938;819
553;255
836;748
347;875
392;120
664;129
854;77
986;532
123;944
4;912
753;127
612;620
495;475
44;444
679;47
404;542
747;916
250;406
354;617
868;386
512;133
366;596
442;837
735;56
905;664
584;796
25;864
337;271
822;120
315;826
938;448
248;151
321;269
477;647
977;292
276;348
212;327
515;597
222;984
114;976
243;261
578;109
987;415
218;777
502;116
548;522
152;845
729;273
925;668
874;812
867;27
502;861
22;935
380;359
906;42
570;84
218;319
512;85
149;771
587;541
429;437
699;569
966;144
93;165
749;901
776;982
496;592
647;839
383;603
662;942
77;356
157;575
204;273
730;632
336;561
960;729
558;363
559;791
682;222
491;966
206;527
19;403
219;584
574;964
512;233
872;211
324;460
692;62
290;310
329;377
394;485
761;336
896;440
262;902
525;425
260;827
480;899
7;651
111;976
757;879
512;68
953;66
636;697
166;831
956;521
348;948
145;994
287;514
728;693
33;860
160;307
457;297
325;443
27;45
41;928
372;635
728;31
162;921
46;83
396;352
990;298
210;521
588;218
928;137
114;86
191;463
459;627
638;957
111;180
808;315
4;839
642;385
361;307
192;428
519;428
936;38
668;983
405;608
357;154
641;625
614;237
397;212
516;590
892;303
122;499
338;515
698;656
436;334
330;184
548;456
96;704
233;251
170;768
435;97
422;86
664;15
278;377
156;403
916;339
127;878
105;183
925;188
352;426
106;932
376;140
174;320
283;664
34;564
260;847
995;540
43;275
492;284
882;563
571;488
249;702
593;661
67;684
515;782
810;105
591;324
430;179
330;257
696;707
43;267
201;810
419;697
978;887
91;917
413;142
340;671
879;180
676;694
325;646
249;315
856;610
754;41
217;416
715;154
951;0
830;128
934;298
360;322
932;169
370;729
801;458
8;765
958;196
918;974
798;679
282;287
793;131
981;952
121;916
847;524
805;842
986;401
498;898
739;205
264;887
902;941
909;819
470;293
695;583
311;577
563;387
842;852
275;679
22;456
292;782
684;737
547;288
532;85
705;297
925;463
943;2
892;493
765;706
719;840
873;331
819;50
647;638
549;225
384;895
93;931
8;489
505;495
642;10
573;433
58;676
174;79
745;600
397;623
50;236
849;656
610;578
167;40
75;89
973;352
958;108
210;428
286;474
32;559
622;420
212;708
931;364
324;692
716;77
797;683
832;873
306;509
386;852
871;183
173;964
450;826
173;637
794;620
739;969
809;729
225;40
698;196
985;734
727;635
869;566
512;215
549;391
387;786
298;567
519;229
108;74
145;45
371;350
511;995
693;93
826;70
790;112
842;463
847;356
439;230
144;619
975;267
249;86
994;849
584;767
307;434
693;97
367;637
138;465
363;305
539;183
396;389
897;476
668;864
27;393
661;323
606;136
849;968
73;236
633;634
390;114
815;192
431;95
130;116
634;611
43;262
349;386
279;962
257;680
323;299
95;251
425;78
904;550
500;348
990;814
664;503
781;135
45;915
815;293
967;802
171;130
518;483
735;495
62;516
859;354
234;227
102;482
531;13
972;253
712;411
781;453
804;350
11;717
702;172
873;105
995;987
46;634
882;687
960;32
781;451
353;825
515;922
254;929
742;294
987;277
660;452
279;653
878;952
42;844
724;67
968;404
229;346
614;811
447;140
296;590
799;320
701;985
625;979
833;127
214;272
567;228
131;634
849;243
818;571
307;597
65;878
845;49
141;604
622;480
91;355
635;417
931;556
61;411
273;80
372;952
190;276
231;466
989;804
129;100
917;807
726;392
730;940
931;660
479;451
786;896
846;34
355;253
820;452
934;734
576;994
77;522
938;650
100;531
900;569
8;100
327;700
976;475
52;776
879;639
328;709
620;306
752;266
419;419
566;385
553;252
470;843
499;345
936;45
852;829
298;613
868;341
811;83
6;668
230;481
368;449
420;743
517;759
943;974
747;152
596;294
522;804
362;607
458;719
316;958
925;562
605;272
68;597
744;186
803;355
108;360
153;135
706;130
75;153
998;612
820;191
796;411
715;886
39;885
216;381
548;523
974;905
705;351
675;31
365;484
408;733
206;808
358;101
161;571
680;548
533;107
539;616
884;233
409;18
826;901
898;405
379;549
570;440
656;202
454;163
277;806
186;302
6;443
28;131
852;56
330;719
44;60
343;935
34;755
684;364
994;766
167;356
23;814
161;835
668;36
104;73
197;681
338;606
480;494
924;667
251;284
718;961
6;190
559;420
758;945
56;597
414;982
146;684
601;601
268;778
317;504
738;869
960;946
672;229
876;431
574;332
796;322
563;147
215;33
22;693
24;470
376;22
468;209
591;376
824;491
947;153
17;510
624;398
767;596
616;38
749;851
568;703
709;522
182;31
384;882
928;565
641;678
968;940
203;263
312;857
937;399
489;471
740;290
167;207
685;885
486;673
242;609
106;337
54;687
325;804
984;991
950;121
877;819
19;271
741;386
851;136
905;869
372;557
983;725
144;753
404;683
4;296
618;205
799;45
55;487
254;902
346;16
593;57
339;530
226;414
935;746
397;207
851;611
471;472
992;920
194;869
231;72
61;579
46;417
713;419
658;119
67;60
998;714
810;271
99;557
682;373
274;199
968;699
746;293
507;699
229;21
546;474
344;207
740;949
627;184
667;600
343;230
285;617
263;886
857;693
67;734
21;123
45;300
825;776
346;577
753;573
92;285
12;533
295;410
574;81
683;738
786;308
190;74
672;73
108;578
406;376
622;211
809;225
736;558
151;282
382;415
988;961
884;406
217;273
758;528
70;642
285;994
292;116
191;932
323;893
229;524
908;835
484;934
183;700
695;947
971;148
998;585
702;191
36;83
86;640
529;534
471;282
35;175
556;972
812;776
987;567
406;844
197;629
840;367
746;139
39;665
328;33
438;480
548;237
572;842
579;17
781;381
775;880
101;704
395;973
810;183
647;908
90;987
356;201
723;473
710;81
806;139
699;231
986;152
49;145
833;107
679;179
562;99
1;35
496;331
620;395
295;502
352;616
253;932
823;963
635;942
280;622
368;292
678;815
155;599
548;717
443;522
622;509
548;156
707;811
613;524
833;960
41;266
294;77
478;632
757;637
423;668
304;291
85;43
887;38
123;308
417;439
534;522
389;462
41;54
751;729
7;95
475;364
54;859
136;423
308;708
642;835
408;474
160;160
213;69
160;985
425;41
507;664
208;153
435;272
223;183
316;7
424;90
125;54
381;434
593;836
839;400
152;903
758;95
899;221
61;816
960;467
889;877
854;43
265;147
677;915
654;926
171;61
88;919
48;246
176;70
261;103
564;761
258;4
116;398
637;997
398;756
50;177
823;504
633;200
165;238
733;325
27;8
187;242
229;741
988;206
15;196
696;423
468;100
592;454
473;868
195;414
112;896
422;83
458;755
363;673
255;737
399;850
166;103
108;829
867;100
225;769
454;250
742;462
375;686
53;314
297;328
992;918
115;534
464;83
633;404
358;83
232;354
394;969
277;680
564;276
845;804
865;118
849;597
110;659
539;685
671;222
908;923
185;842
501;272
387;900
734;197
435;574
870;265
338;250
450;113
338;702
112;64
390;806
415;692
210;782
492;365
716;479
104;341
65;27
954;276
896;235
885;151
864;490
982;437
990;566
409;27
886;636
250;873
457;30
542;496
226;731
135;537
59;392
37;296
691;689
403;777
112;161
382;90
578;303
645;199
733;552
514;906
98;9
263;644
946;155
355;143
448;597
87;251
780;855
338;253
789;534
933;838
746;781
384;435
618;799
668;62
312;322
13;940
318;397
605;90
255;493
534;852
852;968
278;746
31;191
495;407
890;133
938;358
523;120
853;243
849;504
312;790
814;426
540;134
612;516
463;363
853;320
368;92
924;481
792;642
146;232
476;908
721;531
531;333
852;276
740;501
902;368
260;724
908;66
867;655
281;963
290;429
72;157
79;0
744;629
965;392
1;663
608;341
850;125
201;364
752;822
424;663
387;695
834;348
329;555
907;436
630;211
587;714
158;291
378;45
314;821
726;972
622;605
702;451
574;775
720;417
22;454
402;438
343;321
471;117
612;32
963;31
983;849
936;974
571;550
279;940
137;681
196;830
50;454
428;125
62;175
298;828
665;888
224;837
943;48
435;523
78;421
229;715
953;80
279;442
526;328
167;810
44;607
527;83
446;965
942;615
745;470
993;567
563;13
686;454
447;323
793;420
73;643
541;836
952;460
454;202
799;859
108;608
277;577
4;963
458;591
762;17
963;126
369;744
396;290
265;14
409;169
631;592
445;80
380;420
967;893
975;828
770;741
413;778
813;205
383;513
825;71
893;999
850;47
400;365
816;399
809;158
128;365
526;576
290;286
119;23
566;875
66;264
720;711
452;168
950;44
490;532
239;265
204;779
478;942
628;348
873;139
476;487
353;878
263;733
927;948
530;831
174;985
942;963
383;670
716;200
128;145
64;773
459;241
53;351
252;945
573;776
684;581
920;846
240;544
808;571
140;100
528;15
583;628
340;266
741;956
133;283
16;860
852;390
666;611
165;964
544;484
387;407
356;461
732;872
550;996
526;312
664;581
177;334
723;32
304;38
71;869
629;475
834;899
953;632
79;123
754;849
594;396
764;432
163;837
128;776
109;847
649;717
913;753
938;985
675;487
215;551
246;446
945;404
938;635
414;790
808;490
905;196
644;298
93;489
963;982
887;390
508;120
1;159
975;456
172;709
941;840
76;618
280;484
694;427
646;661
76;394
973;484
194;382
333;201
871;913
876;535
538;454
62;928
961;937
839;225
891;138
958;237
40;977
129;816
683;49
316;594
664;659
57;268
567;449
338;386
355;253
204;905
803;152
7;406
688;855
886;751
757;405
865;119
195;927
734;836
468;587
680;132
136;182
521;988
466;831
265;514
472;26
604;912
280;911
961;891
588;39
621;590
335;990
522;462
597;206
324;270
175;83
416;358
277;886
663;602
203;332
792;999
976;728
511;696
384;434
624;352
35;9
661;129
592;826
773;271
549;130
959;203
557;472
984;299
541;220
725;977
590;351
60;623
855;90
813;857
538;991
733;73
340;2
967;794
652;652
965;323
138;975
334;355
312;998
700;725
152;600
260;217
809;365
314;408
988;590
770;863
606;962
268;579
970;541
335;516
790;611
714;164
13;611
819;601
646;873
69;214
439;111
737;255
545;651
795;731
51;212
190;691
585;623
901;823
20;258
122;440
690;109
922;344
417;385
764;749
83;199
362;450
441;449
403;688
355;266
881;693
677;451
851;735
545;192
708;610
932;963
243;886
942;913
41;920
473;257
44;563
532;128
443;781
745;121
396;865
299;275
481;738
863;574
174;950
814;111
116;283
461;968
396;566
795;504
595;189
714;180
856;37
600;281
853;27
582;887
98;223
815;229
672;519
622;132
142;250
416;593
109;652
902;658
555;39
157;682
941;691
865;738
766;921
153;409
136;532
175;460
755;874
843;888
596;20
897;712
482;163
765;409
685;172
553;311
699;429
844;416
290;445
875;26
11;495
134;313
419;472
328;450
329;442
203;205
599;920
716;951
77;727
596;927
558;379
438;167
802;383
84;948
968;445
201;787
44;592
622;2
239;411
276;562
614;152
219;549
620;214
598;793
648;638
161;405
109;565
275;757
68;285
269;144
940;403
337;795
331;872
147;116
627;103
778;41
593;161
598;185
837;80
209;999
669;654
661;529
598;713
699;464
412;716
952;98
572;743
602;487
401;351
255;585
430;553
460;368
51;154
553;0
558;996
274;905
548;240
938;203
609;674
727;355
203;170
99;985
645;841
164;847
142;169
319;547
897;319
412;207
433;171
179;481
360;111
730;427
41;469
413;591
760;602
481;241
239;8
593;162
630;522
330;543
350;619
605;513
505;69
31;604
954;702
84;942
481;862
134;329
934;172
274;403
656;631
160;10
994;681
982;521
197;802
73;307
529;421
582;781
37;385
118;426
963;19
257;4
464;841
322;721
957;336
915;440
92;807
251;188
94;181
481;91
982;878
818;571
932;243
491;100
914;823
220;65
549;766
200;320
48;913
315;827
965;757
624;381
507;268
10;767
57;760
221;892
611;377
471;350
867;479
152;589
770;212
226;382
406;792
302;552
307;588
474;988
354;934
521;823
692;676
171;273
277;889
755;38
956;843
702;376
240;272
32;897
286;216
212;899
937;242
464;601
44;633
913;922
738;221
747;573
736;897
925;89
260;470
804;86
662;486
479;482
353;790
556;621
266;136
536;251
620;893
978;83
433;946
150;233
871;230
904;186
238;931
134;26
109;301
260;642
903;171
850;234
954;747
675;973
966;967
182;880
618;739
650;57
908;670
18;174
820;472
741;755
758;95
802;142
258;783
436;212
410;662
973;819
533;180
671;688
676;702
355;980
634;830
175;2
309;565
822;647
385;266
94;953
521;449
796;818
461;884
569;307
728;116
399;173
872;475
229;199
543;892
324;697
29;356
768;46
267;621
743;469
776;882
72;322
370;482
813;75
22;354
569;790
736;826
606;370
839;635
746;43
659;445
522;570
175;989
35;442
853;931
500;879
535;941
502;813
974;39
602;145
286;181
20;485
417;215
779;254
441;812
895;530
382;689
882;232
71;465
103;295
463;807
253;295
707;67
607;575
276;503
436;298
371;307
433;24
870;75
844;320
118;78
439;659
918;670
442;354
201;422
990;542
964;148
765;326
262;785
956;996
204;227
825;906
154;592
745;954
577;67
749;852
290;448
297;282
154;715
182;842
644;491
239;177
86;60
802;26
773;670
643;995
620;210
492;768
505;17
70;87
923;457
996;305
160;158
850;516
728;233
120;282
434;625
788;731
59;721
798;408
333;748
732;558
526;35
590;684
777;158
702;104
959;117
427;938
756;184
514;415
369;772
661;638
172;694
97;996
509;503
757;200
730;144
940;531
518;43
172;269
534;887
362;405
420;759
248;701
234;24
545;878
468;324
186;199
886;317
526;8
598;335
413;853
874;979
582;659
490;767
910;31
544;342
705;213
992;436
321;362
422;714
110;818
908;883
902;772
141;952
960;267
414;328
636;804
461;527
752;876
588;610
67;690
9;132
64;931
828;281
689;899
619;110
595;575
150;248
932;130
398;228
683;223
617;636
88;978
905;605
768;846
414;781
714;748
53;807
458;734
316;502
361;129
643;407
169;584
552;79
664;709
627;538
508;997
325;581
134;553
503;230
856;751
480;470
203;311
455;561
836;433
91;624
345;592
129;917
600;286
957;203
341;556
165;872
148;361
261;15
995;966
866;513
93;334
915;281
881;162
639;202
583;571
310;982
929;686
79;89
319;296
514;173
910;520
827;906
848;966
141;942
158;172
583;814
589;187
413;913
69;81
902;356
270;775
159;466
212;51
654;790
729;817
766;68
116;701
